"5 blindfold simo","2020-05-21 15:55:24","gmhikaru","DrHadi","premium/1"
"Ask sonii about valkyrae haaa","2020-05-21 15:55:24","hiko","ian8288","subscriber/0,premium/1"
"his balls don't work","2020-05-21 15:55:24","sodapoppin","tawkksick","premium/1"
"FeelsWeirdMan","2020-05-21 15:55:24","imaqtpie","NaengZoo","none"
"!hal","2020-05-21 15:55:24","tsm_imperialhal","fawkes_420","none"
"KEKW","2020-05-21 15:55:24","hasanabi","blazethh","subscriber/3,premium/1"
"watermelon blunts are ass","2020-05-21 15:55:24","buddha","hiphopahnotamus","premium/1"
"n OMEGALUL","2020-05-21 15:55:24","shiphtur","dedfysh","none"
"PepeHands","2020-05-21 15:55:24","sodapoppin","TheChiefHoe","premium/1"
"KEKW","2020-05-21 15:55:24","hasanabi","duowastaken1","glhf-pledge/1"
"gg","2020-05-21 15:55:24","tfblade","Lypek","none"
"ratirlFlex ratirlFlex","2020-05-21 15:55:24","imaqtpie","busted__monkey69","none"
"apuelarchimago has spent 1 hour 30 mins watching onscreen","2020-05-21 15:55:24","onscreen","onscreenBOT","moderator/1,subscriber/54"
"FeelsBadMan me neither","2020-05-21 15:55:24","sodapoppin","redSunshine_","none"
"Play Mordhau","2020-05-21 15:55:24","drdisrespect","KaveChamp","subscriber/0,sub-gifter/1"
"PRESS W LUL","2020-05-21 15:55:24","tfblade","Ljisgreat","subscriber/0,premium/1"
"!drops","2020-05-21 15:55:24","onscreen","krishanattre","premium/1"
"Tell DrDisrespect to turn off overlays!","2020-05-21 15:55:24","timthetatman","SneeringRug589","premium/1"
"@macton98 yes 8pm est","2020-05-21 15:55:24","tsm_imperialhal","jastle190","subscriber/0,sub-gifter/1"
"sli is trash","2020-05-21 15:55:24","timthetatman","Stratos_GTR","none"
"no doc, I'm having the same error and I'm running one GPU","2020-05-21 15:55:24","drdisrespect","snapushka","subscriber/12"
"I never have issues like this on my 30fps console","2020-05-21 15:55:24","drdisrespect","CannibalTurk","subscriber/6"
"Kreygasm","2020-05-21 15:55:24","elajjaz","Faint_O_o","none"
"mine does the same thing doc","2020-05-21 15:55:24","drdisrespect","goonagan","subscriber/0,premium/1"
"sootCheems sootCheems sootCheems sootCheems sootCheems sootCheems sootCheems","2020-05-21 15:55:25","wilbursoot","anna1008","none"
"yuriih too good","2020-05-21 15:55:25","dreamhackcs","terskaasto","none"
"times hal has been unimpressed with chat: 35","2020-05-21 15:55:24","tsm_imperialhal","Nightbot","moderator/1,partner/1"
"600 Beans","2020-05-21 15:55:25","johnnyboi_i","MyteRL","none"
"@DecodedWarrior lupoLOVE","2020-05-21 15:55:25","drlupo","The_Pyro_Fox","subscriber/12,bits-charity/1"
"adoro","2020-05-21 15:55:25","hiko","crow_bass","none"
"ekko jensen","2020-05-21 15:55:25","tfblade","iwillbek1ng","premium/1"
"correct","2020-05-21 15:55:25","drdisrespect","aegisfate","subscriber/6,premium/1"
"okau","2020-05-21 15:55:25","tsm_imperialhal","unknowniam8","subscriber/0"
"as the other goat would say ""WHY ARE YOU THERE""","2020-05-21 15:55:25","nick28t","TomDac99","subscriber/24,premium/1"
"SeriousSloth SeriousSloth SeriousSloth SeriousSloth","2020-05-21 15:55:25","dreamhackcs","jorosgod","none"
"5Head","2020-05-21 15:55:25","asmongold","afromustache0","none"
"LMFAO","2020-05-21 15:55:25","drdisrespect","Sw1zzyy","subscriber/6,premium/1"
"Googling the Error said it's your GPU","2020-05-21 15:55:25","drdisrespect","MackPlays","subscriber/0,premium/1"
"What’s going on?","2020-05-21 15:55:25","buddha","bcoch1104","premium/1"
"# @rls_sports good thank you","2020-05-21 15:55:25","castro_1021","lfc_salah","subscriber/0,premium/1"
"5Head","2020-05-21 15:55:25","asmongold","TheMLGYeet","subscriber/3,premium/1"
"blade alpha","2020-05-21 15:55:25","tfblade","madarasharingan","none"
"???","2020-05-21 15:55:25","asmongold","DrunkJoe14","bits-charity/1"
"5Head","2020-05-21 15:55:25","asmongold","Inflictz","none"
"5Head","2020-05-21 15:55:25","asmongold","karthurr89","premium/1"
"SLI in 2020 is LUL","2020-05-21 15:55:25","drdisrespect","over30_gaming","subscriber/6,premium/1"
"KEKW","2020-05-21 15:55:25","hasanabi","Pearus","subscriber/12,premium/1"
"BALLS DON'T WORK","2020-05-21 15:55:25","sodapoppin","74K4J33J33","none"
"ctrl+click=trashing, shift+click = storing","2020-05-21 15:55:25","giantwaffle","educated_monkey","bits/1000"
"OMEGALUL Clap","2020-05-21 15:55:25","hasanabi","Steinfabrik","none"
"I think it's important to balance the rage lol like be mad if you get legit fucked over which does happen, but if you just get beat figure out why and what to do next time instead of freakin over every lil thing","2020-05-21 15:55:25","teepee","MJfoxOG","subscriber/0"
"END HIM","2020-05-21 15:55:25","hasanabi","KOSMiQ_","subscriber/0"
"Clorophite bullets are huge Jebaited since they will miss Betsy when she is in the waves of monsters","2020-05-21 15:55:25","giantwaffle","osgili4th","none"
"KEKW","2020-05-21 15:55:25","hasanabi","AjBcE","subscriber/6"
"???","2020-05-21 15:55:25","asmongold","noluckfeelsbadman","none"
"do u hold spacebar to camera lock or toggle the lock?","2020-05-21 15:55:25","yassuo","369ta","none"
"pepeDS","2020-05-21 15:55:25","imls","D1OX","premium/1"
"never thought id see someone using the ballistic knife on round 96","2020-05-21 15:55:25","mrtlexify","jabel49","premium/1"
"ahh kiddos!","2020-05-21 15:55:25","drlupo","tribe665","glhf-pledge/1"
"Pepega","2020-05-21 15:55:25","hasanabi","PricklyPope","none"
"sootSmugs sootSmugs sootSmugs sootSmugs","2020-05-21 15:55:25","wilbursoot","Nebulous_Owl","none"
"HOW THE TURNED HAVE TABLES","2020-05-21 15:55:25","wilbursoot","yen_zen","none"
"they are not","2020-05-21 15:55:25","drdisrespect","Tru__D0G","subscriber/3"
"frozen grapes","2020-05-21 15:55:25","buddha","nocturnalgaymer","bits/1000"
"Highest solo damage is best in pvp","2020-05-21 15:55:25","sodapoppin","iwillpotato","none"
"@clintstevens why is your run on speedrun.com a 54?","2020-05-21 15:55:25","clintstevens","iamthecowman96","none"
"doctorNANA","2020-05-21 15:55:25","drdisrespect","NESSx","subscriber/3"
"SLI in 2020 is bad","2020-05-21 15:55:25","timthetatman","farbulus","premium/1"
"!duo","2020-05-21 15:55:25","benjyfishy","kingedwardsohn","none"
"Damn, SRG vs Flakes team idk who I want to win","2020-05-21 15:55:25","johnnyboi_i","camer_jack","none"
"actually yes","2020-05-21 15:55:25","drdisrespect","Mutalator","subscriber/36,premium/1"
"jg diff","2020-05-21 15:55:25","tfblade","indianator","premium/1"
"Tommy vercetti","2020-05-21 15:55:25","asmongold","kashoun","none"
"PepeLaugh","2020-05-21 15:55:26","mrtlexify","Harmegeddon","subscriber/0,premium/1"
"that is a actual problem","2020-05-21 15:55:26","drdisrespect","DaNanny","subscriber/12"
"theentirecountryofpepega SALAMI","2020-05-21 15:55:26","vader","SPlCY_","moderator/1,subscriber/48"
"DEEPSTATE ASMON","2020-05-21 15:55:26","asmongold","BKind_","premium/1"
"why does rich look like steve from minecraft","2020-05-21 15:55:26","asmongold","kungfurtner","premium/1"
"KEKW","2020-05-21 15:55:26","imaqtpie","teeman96","subscriber/3,premium/1"
"Ohio gang wya?!","2020-05-21 15:55:26","mrtlexify","jmattox77","none"
"gpu problem","2020-05-21 15:55:26","drdisrespect","hot_noodlez","subscriber/0,premium/1"
"turn off sli!","2020-05-21 15:55:26","drdisrespect","tipsfed0ra","subscriber/3,premium/1"
"MrBackpack","2020-05-21 15:55:26","benjyfishy","Streamlabs","moderator/1,subscriber/3,partner/1"
"GOTTA TARGET BAN GAREN NOW PepeLaugh","2020-05-21 15:55:26","tfblade","balde_runner","subscriber/0"
"5Head","2020-05-21 15:55:26","asmongold","Angrystapler","none"
"well @CarbonFluorine i'm only technically a mini, i've been watching turner since PUBG days tfueCUTIE","2020-05-21 15:55:26","tfue","COMIC_RELIEF_","subscriber/0,glhf-pledge/1"
"@TimTheTatman tell DOC.....Warzone's dev error 6328 can happen for any number of reasons. But the main culprit is Nvidia GPU. For whatever reason, it seems to be causing some complications, resulting in the error message. The first thing you should do is update your drivers and attempt to join a matc","2020-05-21 15:55:26","timthetatman","DirtyKurt","none"
"yeah if u cant hear u either have to subscribe or refresh","2020-05-21 15:55:26","vader","surejalloncari","none"
"IDK","2020-05-21 15:55:26","drdisrespect","ffsCrow","subscriber/3,premium/1"
"hopefully","2020-05-21 15:55:26","elajjaz","bin610","none"
"3 hours wasted on a goddam vacation","2020-05-21 15:55:26","wilbursoot","catcherjk","none"
"this is SWEET karma","2020-05-21 15:55:26","wilbursoot","SnowyOnMC","glhf-pledge/1"
"KEKW","2020-05-21 15:55:26","drlupo","InspectorPoly","subscriber/12,glhf-pledge/1"
"5head 5head","2020-05-21 15:55:26","asmongold","oscillate_4tw","subscriber/0,premium/1"
"The final rec","2020-05-21 15:55:26","mrtlexify","fabfun6","none"
"PepeLa","2020-05-21 15:55:26","hasanabi","lacSoap","premium/1"
"ItsBoshyTime SeriousSloth ATTENTION ALL NAFFERS ItsBoshyTime SeriousSloth SIGNALLING ALL NAFFERS ItsBoshyTime SeriousSloth","2020-05-21 15:55:26","dreamhackcs","flipad3","none"
"LOUDER","2020-05-21 15:55:26","hasanabi","smigamy","none"
"losing flower?","2020-05-21 15:55:26","elajjaz","cho_pin","subscriber/6"
"0R4NG3 FeelsAmazingMan / �?�","2020-05-21 15:55:26","imaqtpie","MrMangoDude","subscriber/24"
"ZNS HAS DOUBLE THE VOTES","2020-05-21 15:55:26","mrtlexify","ethszn","bits/100"
"pretty much, SLI isn't heavily supported","2020-05-21 15:55:26","drdisrespect","MiraRoons","subscriber/24,premium/1"
"chasing fiddle OMEGALUL","2020-05-21 15:55:26","tfblade","KareemRishon","subscriber/3"
"SLI IN 2020 LUL","2020-05-21 15:55:26","timthetatman","Criptaike","none"
"lol I have never seen someone get so mad at monopoly","2020-05-21 15:55:26","wilbursoot","people_succ","none"
"E X P O S E D","2020-05-21 15:55:26","asmongold","SpiritKitsune_Twitch","none"
"Minx is gonna need therapy","2020-05-21 15:55:26","wilbursoot","craege_","subscriber/0"
"cod event is Jebaited","2020-05-21 15:55:26","teepee","bagel011","bits-charity/1"
"clont stoben why start game over so many times","2020-05-21 15:55:26","clintstevens","mafaraxas","none"
"Hey Nick Fifa 21 is out in September FYI","2020-05-21 15:55:26","nick28t","alexsufc2","subscriber/12,premium/1"
"LULW","2020-05-21 15:55:26","elajjaz","jatsuku","subscriber/3"
"gachiHYPER OH YES","2020-05-21 15:55:26","elajjaz","Cult_of_Ela","subscriber/0"
"Nice joke, Coop KEKW","2020-05-21 15:55:26","vader","rexxigg","subscriber/3"
"minx's side is just *heavy breathing*","2020-05-21 15:55:26","wilbursoot","imreallytryan","premium/1"
"gachiHYPER","2020-05-21 15:55:26","elajjaz","039520","none"
"@myth you still here king","2020-05-21 15:55:26","hasanabi","reactarnold","subscriber/0"
"GG EZ","2020-05-21 15:55:27","tfblade","S4VI","premium/1"
"EZ","2020-05-21 15:55:27","tfblade","assafuu","subscriber/0"
"gachiHYPER","2020-05-21 15:55:27","elajjaz","TheHolyFonz","none"
"RUN VSYNC","2020-05-21 15:55:27","drdisrespect","xKingLoyalty","subscriber/6,premium/1"
"KEKW","2020-05-21 15:55:27","imaqtpie","0R4NG3","none"
"lexM lexM lexM lexM lexM lexM lexM lexM lexM lexM lexM","2020-05-21 15:55:27","mrtlexify","whatspoppn","none"
"Chess Royal LUL","2020-05-21 15:55:27","gmhikaru","Dizm_","none"
"WILBUR CHEER UP YO GF","2020-05-21 15:55:27","wilbursoot","ninjacow621","none"
"WILBUR HAS JUST BEEN GETTING INSANE ROLES THE WHOLE TIME WTF","2020-05-21 15:55:27","wilbursoot","peter_099","none"
"OMEGALUL","2020-05-21 15:55:27","hasanabi","38Sabertooth","glhf-pledge/1"
"QT is gigabraining peer pressure","2020-05-21 15:55:27","imaqtpie","Ryden_Kol","subscriber/0,premium/1"
"WTF is going on with this game bro","2020-05-21 15:55:27","drdisrespect","ALOC003","subscriber/0"
"4000 IQ","2020-05-21 15:55:27","asmongold","ybeeezy","none"
"Round 100 town","2020-05-21 15:55:27","mrtlexify","xx__goldrush__xx","none"
"AMAZINGA","2020-05-21 15:55:27","asmongold","pepegaclap_wr","none"
"II hate Rich's camera","2020-05-21 15:55:27","asmongold","Poopdollar","subscriber/0,premium/1"
"tfbBruh","2020-05-21 15:55:27","tfblade","3lmeroloco","none"
"LUL","2020-05-21 15:55:27","hasanabi","oddsauce247","none"
"yeah and china made covid","2020-05-21 15:55:27","asmongold","abbec95","none"
"NIKI CRYING NOOOOOO","2020-05-21 15:55:27","wilbursoot","aleksuki","subscriber/6,premium/1"
"doc relies on sli","2020-05-21 15:55:27","timthetatman","parzival23","none"
"AYAYA","2020-05-21 15:55:27","elajjaz","pikachujnr","none"
"@Vladyanslav give birth together","2020-05-21 15:55:27","elajjaz","Gaunter_OD","subscriber/0"
"Kappa","2020-05-21 15:55:27","sodapoppin","Amiolo","none"
"Probably LUL","2020-05-21 15:55:27","drdisrespect","CoffinNails","subscriber/24,premium/1"
"man ski technology is over","2020-05-21 15:55:27","drdisrespect","letsplaynoobs1844","subscriber/0"
"https://twitter.com/FortniteStatus/status/1263573542165233664?s=20","2020-05-21 15:55:27","tfue","kevincahill","subscriber/12,premium/1"
"FeelsGoodMan 👉 🧠","2020-05-21 15:55:27","gmhikaru","egypols","none"
"nihachu needs support","2020-05-21 15:55:27","wilbursoot","shreddie420","none"
"FeelsBadMan balls dont work","2020-05-21 15:55:27","sodapoppin","브렌트","twitchconAmsterdam2020/1"
"she is broken","2020-05-21 15:55:27","wilbursoot","thecatsmeowjj","none"
"PIN PogO Y","2020-05-21 15:55:27","yassuo","khr0n04","none"
"your balls arent working, sorry to hear that","2020-05-21 15:55:27","sodapoppin","steve87r","premium/1"
"well not the same grind lol","2020-05-21 15:55:27","nick28t","wuzzby1","subscriber/6,premium/1"
"YES @DrDisrespect","2020-05-21 15:55:27","drdisrespect","Anarki_IN","subscriber/12"
"nope","2020-05-21 15:55:27","drdisrespect","g_music","subscriber/12"
"LOOOL","2020-05-21 15:55:27","hasanabi","mizerc","premium/1"
"Turn off Raytracing ?","2020-05-21 15:55:28","drdisrespect","TechnoSide2","subscriber/0,premium/1"
"!subs","2020-05-21 15:55:28","gmhikaru","cw55cw","vip/1,subscriber/12"
"nope hes right @GodzChild220","2020-05-21 15:55:28","asmongold","YontTV","premium/1"
"Minx's chat is full of simps lmao","2020-05-21 15:55:28","wilbursoot","Akuilner","premium/1"
"no lol","2020-05-21 15:55:28","asmongold","yuurp_","none"
"TRUE KEKW","2020-05-21 15:55:28","hasanabi","KappaMangos","none"
"@drdisrespect you have to restart your computer.","2020-05-21 15:55:28","drdisrespect","samson_knows","subscriber/24"
"Zoned out","2020-05-21 15:55:28","tfblade","Tr0pic4l","none"
"ONE MORE GAME","2020-05-21 15:55:28","imaqtpie","goldforheals","none"
"mage in pvp PepeLaugh","2020-05-21 15:55:28","sodapoppin","DerektheHobo","subscriber/6"
"!visual","2020-05-21 15:55:28","castro_1021","armand_dani_","none"
"Grape","2020-05-21 15:55:28","buddha","MadManBehindWheel","subscriber/6,premium/1"
"COD doesnt support SLI LOL","2020-05-21 15:55:28","timthetatman","4eyednerd","subscriber/3,premium/1"
"SLI does cause problems TBH","2020-05-21 15:55:28","drdisrespect","RColes","subscriber/12,premium/1"
"Hikaru has 7879 Subs","2020-05-21 15:55:28","gmhikaru","Moobot","moderator/1,partner/1"
"Cheer100 Rasmus Falk started his career at Middelfart Gymnastik & Boldklub and moved to Odense Boldklub with Christian Eriksen in 2005. He made his debut for Odense Boldklub in 2010 against AGF. Falk had a contract with Odense Boldklub until 30 June 2016. On 20 January 2016 Fhealk signed a pre-contract with F.C. Copenhagen, as he did not want to extend his contract with OB, so he could move as a free agent in the summer.[1] On 1 July 2016 he moved to F.C. Copenhagen","2020-05-21 15:55:28","nick28t","tehRealDonaldTrump","subscriber/30,bits/25000"
"PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob PixelBob","2020-05-21 15:55:28","drlupo","Gushmush","premium/1"
"Pepega","2020-05-21 15:55:28","hasanabi","hnnngg","none"
